,values
GO:1903964,0.00016462462
GO:0016226,0.00016290507
GO:0060413,0.00016270926
GO:0042428,0.00015106802
GO:0072521,0.00014501388
GO:0006022,0.00014008136
GO:0042438,0.00013230139
GO:0055001,0.00012742591
GO:0043647,0.00012683996
GO:0043627,0.00012591766
GO:0071498,0.00012320305
GO:0016331,0.00010153764
GO:1990858,9.971976e-05
GO:0090304,9.957283e-05
GO:0000305,8.9817746e-05
GO:1900047,8.601022e-05
GO:0060562,7.995383e-05
GO:1901565,7.372705e-05
GO:1903842,5.972379e-05
GO:0097066,5.2878244e-05
GO:0050961,5.2770614e-05
GO:0060027,5.152959e-05
GO:0050795,5.0181083e-05
GO:0051282,4.933146e-05
GO:0048665,4.8930448e-05
GO:0021780,4.6013294e-05
GO:0072716,4.5655215e-05
GO:0072524,4.420272e-05
GO:0080033,4.217133e-05
GO:0060993,3.1810567e-05
GO:0072527,3.1391402e-05
GO:0042472,3.0733176e-05
GO:0040009,3.0116715e-05
GO:0035983,2.9595758e-05
GO:0010984,2.9256636e-05
GO:0020027,2.9122548e-05
GO:0035967,2.7028642e-05
GO:0034605,2.601602e-05
GO:0044271,2.3852032e-05
GO:1903972,2.1894972e-05
GO:1900010,2.1384256e-05
GO:0042723,1.9308845e-05
GO:0006306,1.8433911e-05
GO:0008614,1.8402927e-05
GO:0050974,1.7190598e-05
GO:0051156,1.7173257e-05
GO:0009753,1.6534412e-05
GO:0030205,1.632603e-05
GO:0046271,1.5714413e-05
GO:0001743,1.409647e-05
GO:0046700,1.3304102e-05
GO:0070235,1.3235743e-05
GO:0006259,1.3036368e-05
GO:0034204,1.280618e-05
GO:0022612,1.0547261e-05
GO:0060606,9.268145e-06
GO:0051788,9.247294e-06
GO:0043606,9.247267e-06
GO:0080134,8.887819e-06
GO:0071107,8.120551e-06
GO:1905710,7.960268e-06
GO:0072143,7.574888e-06
GO:0019692,7.027717e-06
GO:0042742,5.607173e-06
GO:0006801,5.458411e-06
GO:0030323,5.3244075e-06
GO:0048806,5.2054784e-06
GO:0006518,5.0134145e-06
GO:0061384,4.59652e-06
GO:0072164,4.4268145e-06
GO:0035108,4.267704e-06
GO:0043385,4.1347485e-06
GO:1901876,3.7204366e-06
GO:0009804,3.6272695e-06
GO:0042178,3.5195903e-06
GO:0046838,3.4765224e-06
GO:0046504,3.3542585e-06
GO:0072044,3.2844878e-06
GO:0003211,2.8660627e-06
GO:0072683,2.6817702e-06
GO:0016197,2.6685263e-06
GO:0018130,2.6613268e-06
GO:1901685,2.4830645e-06
GO:0018993,2.438878e-06
GO:0009063,2.374736e-06
GO:0010459,2.2988406e-06
GO:0006547,2.2458003e-06
GO:0009448,1.9196405e-06
GO:0010160,1.6501932e-06
GO:1905003,1.5695208e-06
GO:1903935,1.5679943e-06
GO:0032780,1.5321699e-06
GO:0008652,1.3824904e-06
GO:0035113,1.1969553e-06
GO:0008406,1.1335843e-06
GO:0006631,1.1232022e-06
GO:0051923,1.0451189e-06
GO:1903509,8.944069e-07
GO:0060055,8.2210494e-07
GO:0050919,7.1591626e-07
GO:0002007,6.72572e-07
GO:0071229,6.470042e-07
GO:0090400,5.2210925e-07
GO:0018992,4.861183e-07
GO:0043174,4.4859e-07
GO:0051095,4.358342e-07
GO:0072104,3.8282124e-07
GO:0008104,3.5879205e-07
GO:0034109,3.4245423e-07
GO:0120126,3.407176e-07
GO:0001707,3.3709225e-07
GO:0032490,3.0202875e-07
GO:0072141,2.9244254e-07
GO:0043436,2.761915e-07
GO:0000165,2.600118e-07
GO:0042908,2.485168e-07
GO:0021545,2.400385e-07
GO:0007612,2.3552568e-07
GO:0003062,2.2113127e-07
GO:0016482,2.0919302e-07
GO:0045017,1.9509677e-07
GO:1901605,1.8528527e-07
GO:0035268,1.7498245e-07
GO:0008298,1.5530973e-07
GO:0046164,1.5355253e-07
GO:0051851,1.5319783e-07
GO:0042537,1.4656706e-07
GO:0060847,1.3945771e-07
GO:0005984,1.3737962e-07
GO:0035564,1.3296824e-07
GO:0010447,1.3202825e-07
GO:0051169,1.1997652e-07
GO:0002768,1.1533728e-07
GO:0060429,1.1416426e-07
GO:0072384,1.1347583e-07
GO:0030855,1.1028634e-07
GO:0061009,1.025349e-07
GO:0043116,1.0240983e-07
GO:0051177,9.981702e-08
GO:0002681,9.541787e-08
GO:0007052,9.074024e-08
GO:0006858,9.048609e-08
GO:0031032,8.750411e-08
GO:2000367,8.47714e-08
GO:0019318,7.714912e-08
GO:0060605,7.506569e-08
GO:0035914,7.244516e-08
GO:0006054,6.825879e-08
GO:0001822,6.590249e-08
GO:1903406,6.391821e-08
GO:0006643,5.852574e-08
GO:0097435,5.2831417e-08
GO:1905039,4.83971e-08
GO:0061190,4.7746408e-08
GO:0014812,4.4906766e-08
GO:0010232,3.787526e-08
GO:0021515,3.7309302e-08
GO:0042060,3.3734043e-08
GO:0001764,3.2934818e-08
GO:0035590,3.166006e-08
GO:0043933,3.1466666e-08
GO:0006886,3.0764436e-08
GO:0022607,2.9536874e-08
GO:0021781,2.6183544e-08
GO:0072148,2.080824e-08
GO:0060581,2.0274651e-08
GO:0006839,1.8478152e-08
GO:0042044,1.72077e-08
GO:0035482,1.7096369e-08
GO:0070601,1.684418e-08
GO:0070189,1.6692912e-08
GO:0006775,1.659856e-08
GO:0002765,1.6318273e-08
GO:0044843,1.5747572e-08
GO:0099537,1.5618932e-08
GO:0090075,1.5298367e-08
GO:0007498,1.5064948e-08
GO:0050918,1.4173704e-08
GO:0060485,1.37831275e-08
GO:0044275,1.3510904e-08
GO:0046903,1.30141995e-08
GO:0016093,1.08916165e-08
GO:0007517,1.0820988e-08
GO:0032099,1.0777654e-08
GO:0061548,1.01595505e-08
GO:0045229,9.564946e-09
GO:0051904,9.042219e-09
GO:0072170,8.398248e-09
GO:0045445,8.241387e-09
GO:0009952,8.14804e-09
GO:0000708,7.827268e-09
GO:0001736,7.730455e-09
GO:0072348,7.460431e-09
GO:0044270,7.4099953e-09
GO:0030239,6.6044397e-09
GO:0061311,6.167874e-09
GO:0035088,6.0858425e-09
GO:0140546,6.0664433e-09
GO:0032288,5.551466e-09
GO:0001773,4.890021e-09
GO:0090150,4.835481e-09
GO:0042214,4.8044275e-09
GO:0072130,4.698867e-09
GO:0048534,4.6781214e-09
GO:0038003,4.655998e-09
GO:0006486,3.6461187e-09
GO:0060249,3.6165007e-09
GO:0003171,3.5592884e-09
GO:0050905,3.5442955e-09
GO:0030099,3.5439758e-09
GO:0016079,3.3360135e-09
GO:0002244,3.3086625e-09
GO:0060479,3.2816245e-09
GO:0031100,3.0343708e-09
GO:0022613,2.751207e-09
GO:0003341,2.7279727e-09
GO:0060973,2.4068658e-09
GO:0044319,2.134449e-09
GO:0035441,2.060048e-09
GO:0001678,1.9815565e-09
GO:0034330,1.9729705e-09
GO:0060840,1.7736207e-09
GO:0061024,1.7086726e-09
GO:0001570,1.6428923e-09
GO:0072047,1.640767e-09
GO:0043485,1.5859896e-09
GO:0006325,1.5370081e-09
GO:0048017,1.5341113e-09
GO:0019471,1.4970124e-09
GO:0070252,1.1716869e-09
GO:0008344,1.1386937e-09
GO:0035051,1.135139e-09
GO:0007218,1.1005522e-09
GO:0006873,1.080627e-09
GO:0042398,1.0795373e-09
GO:0060326,1.0643202e-09
GO:0099172,1.064096e-09
GO:0002183,1.0454622e-09
GO:0045109,1.0273037e-09
GO:0061448,9.580964e-10
GO:0007219,8.790808e-10
GO:0060180,7.995926e-10
GO:0030101,7.3022344e-10
GO:0048568,6.944882e-10
GO:0072331,6.3882716e-10
GO:0033561,6.164765e-10
GO:0010001,5.994612e-10
GO:0097534,5.9805927e-10
GO:0071688,5.9030897e-10
GO:0007619,5.753717e-10
GO:0060537,5.476284e-10
GO:0001774,5.4557625e-10
GO:0009950,5.250202e-10
GO:0007187,4.3461706e-10
GO:0002062,3.915468e-10
GO:0009948,3.8967707e-10
GO:0086069,3.253273e-10
GO:0043954,3.1358788e-10
GO:0006936,2.8556893e-10
GO:0006479,2.733493e-10
GO:0098700,2.6450556e-10
GO:0044108,2.480229e-10
GO:0006760,2.0656968e-10
GO:0060442,2.0588656e-10
GO:0061005,1.7335372e-10
GO:0007413,1.619935e-10
GO:0006412,1.4820094e-10
GO:0032943,1.4501658e-10
GO:0007613,1.4274552e-10
GO:1905314,1.264594e-10
GO:0044417,1.07562834e-10
GO:0097479,9.2217504e-11
GO:0030258,8.405496e-11
GO:0046485,7.571001e-11
GO:0060897,7.4534476e-11
GO:0001944,6.863667e-11
GO:1901661,6.678483e-11
GO:0035443,6.625199e-11
GO:0072658,6.140686e-11
GO:0060425,5.884419e-11
GO:0042126,5.4324985e-11
GO:0003015,4.8539898e-11
GO:0043574,4.608619e-11
GO:0007020,4.126912e-11
GO:0009792,4.0620618e-11
GO:0042770,3.3261668e-11
GO:0042552,2.9623918e-11
GO:0002360,2.767823e-11
GO:0021535,2.5435501e-11
GO:0000083,2.3751261e-11
GO:0044091,2.3511842e-11
GO:0035588,2.3047033e-11
GO:0021533,2.2249551e-11
GO:0051402,2.1497956e-11
GO:0099173,1.8088635e-11
GO:0010970,1.4978397e-11
GO:0019321,1.4143779e-11
GO:0039017,1.3730376e-11
GO:0007507,8.9666816e-12
GO:0098810,8.730623e-12
GO:0007600,7.002337e-12
GO:0098728,6.9547194e-12
GO:0101024,6.1277775e-12
GO:0098598,5.7950827e-12
GO:0099022,5.438625e-12
GO:0033212,4.1501433e-12
GO:0043117,3.764883e-12
GO:0072004,3.2897166e-12
GO:0060856,1.7930705e-12
GO:0001782,9.187464e-13
GO:0072100,8.9122953e-13
GO:0048560,6.5191233e-13
GO:0048565,5.038542e-13
GO:0016236,3.0745092e-13
GO:0044743,8.649346e-14
GO:0034643,7.63756e-14
GO:0030324,6.4791576e-14
GO:0000422,2.7309308e-14
GO:0051875,1.9009128e-15
GO:0070269,1.3130715e-15
GO:0021730,7.2187944e-16
GO:0044804,2.662862e-16
GO:0072066,0.0
GO:1901142,0.0
GO:1902778,0.0
GO:0031139,0.0
GO:0060967,0.0
GO:0018934,0.0
GO:0007447,0.0
GO:0061246,0.0
GO:0016446,0.0
GO:0002451,0.0
GO:0046160,0.0
GO:0033319,0.0
GO:0042618,0.0
GO:0044521,0.0
GO:0008653,0.0
GO:0075606,0.0
GO:0045016,0.0
GO:1900631,0.0
GO:1902384,0.0
GO:0019742,0.0
GO:0071505,0.0
GO:0009616,0.0
GO:0046687,0.0
GO:0035120,0.0
GO:0030581,0.0
GO:0019296,0.0
GO:0090718,0.0
GO:0008015,0.0
GO:1901038,0.0
GO:0007538,0.0
GO:0052129,0.0
GO:1901598,0.0
GO:1900239,0.0
GO:0046719,0.0
GO:0042046,0.0
GO:0036176,0.0
GO:1905214,0.0
GO:0018321,0.0
GO:0044561,0.0
GO:0060689,0.0
GO:0009965,0.0
GO:0033524,0.0
GO:0042744,0.0
GO:0045455,0.0
GO:0009225,0.0
GO:0048139,0.0
GO:0009602,0.0
GO:1903189,0.0
GO:1904981,0.0
GO:1902872,0.0
GO:0075198,0.0
GO:1901801,0.0
GO:0051478,0.0
GO:0042399,0.0
GO:0018972,0.0
GO:1900206,0.0
GO:0007107,0.0
GO:2000603,0.0
GO:1901178,0.0
GO:0007520,0.0
GO:0140433,0.0
GO:0060872,0.0
GO:0051167,0.0
GO:0099587,0.0
GO:0002119,0.0
GO:0030649,0.0
GO:0046679,0.0
GO:0035927,0.0
GO:0035292,0.0
GO:0016577,0.0
GO:0048889,0.0
GO:0110037,0.0
GO:0030050,0.0
GO:1901110,0.0
GO:0033510,0.0
GO:0036089,0.0
GO:0035892,0.0
GO:0075030,0.0
GO:1902084,0.0
GO:0060005,0.0
GO:0075329,0.0
GO:0019055,0.0
GO:0034516,0.0
GO:0002271,0.0
GO:0048668,0.0
GO:0045149,0.0
GO:0046151,0.0
GO:0072122,0.0
GO:0002424,0.0
GO:2001013,0.0
GO:0110107,0.0
GO:0048737,0.0
GO:0014016,0.0
GO:2000896,0.0
GO:0052091,0.0
GO:0042198,0.0
GO:0033370,0.0
GO:0000103,0.0
GO:0039503,0.0
GO:0002388,0.0
GO:0003210,0.0
GO:1901761,0.0
GO:0008299,0.0
GO:0016128,0.0
GO:1905640,0.0
GO:0061204,0.0
GO:0051712,0.0
GO:1905834,0.0
GO:0046458,0.0
GO:1902654,0.0
GO:0033020,0.0
GO:0008212,0.0
GO:0019665,0.0
GO:0034088,0.0
GO:0000714,0.0
GO:0010476,0.0
GO:0018928,0.0
GO:1904842,0.0
GO:0042065,0.0
GO:1901593,0.0
GO:1905879,0.0
GO:0010157,0.0
GO:0045704,0.0
GO:0031427,0.0
GO:1901007,0.0
GO:0044036,0.0
GO:0072029,0.0
GO:1902621,0.0
GO:0044106,0.0
GO:1902734,0.0
GO:0097315,0.0
GO:1902435,0.0
GO:1904823,0.0
GO:0032975,0.0
GO:0030639,0.0
GO:1905033,0.0
GO:2001115,0.0
GO:0007531,0.0
GO:0048760,0.0
GO:0099105,0.0
GO:0052545,0.0
GO:0043454,0.0
GO:1901451,0.0
GO:0046435,0.0
GO:0031991,0.0
GO:0034021,0.0
GO:0050813,0.0
GO:0033351,0.0
GO:0007634,0.0
GO:0032285,0.0
GO:1901419,0.0
GO:0046184,0.0
GO:0048659,0.0
GO:0098035,0.0
GO:0006929,0.0
GO:0003281,0.0
GO:1903684,0.0
GO:0010200,0.0
GO:1902048,0.0
GO:0021855,0.0
GO:1900620,0.0
GO:0009723,0.0
GO:0040028,0.0
GO:0006720,0.0
GO:1901595,0.0
GO:1903711,0.0
GO:0009630,0.0
GO:0098908,0.0
GO:0051556,0.0
GO:0070942,0.0
GO:0045448,0.0
GO:0072728,0.0
GO:0021846,0.0
GO:1901160,0.0
GO:1900788,0.0
GO:2000015,0.0
GO:0050898,0.0
GO:1904748,0.0
GO:0070783,0.0
GO:0046419,0.0
GO:0033377,0.0
GO:0019693,0.0
GO:0019418,0.0
GO:0032310,0.0
GO:0072002,0.0
GO:0046275,0.0
GO:0046378,0.0
GO:0046285,0.0
GO:0009273,0.0
GO:0000710,0.0
GO:1901454,0.0
GO:0075520,0.0
GO:0060408,0.0
GO:1900521,0.0
GO:1901510,0.0
GO:0044633,0.0
GO:0018941,0.0
GO:0051607,0.0
GO:0098963,0.0
GO:1903538,0.0
GO:0052027,0.0
GO:0048625,0.0
GO:0021848,0.0
GO:0048099,0.0
GO:0009851,0.0
GO:0018915,0.0
GO:0018948,0.0
GO:0019750,0.0
GO:1900032,0.0
GO:0030705,0.0
GO:0140780,0.0
GO:0002462,0.0
GO:0032065,0.0
GO:0061171,0.0
GO:0007500,0.0
GO:0010092,0.0
GO:0046287,0.0
GO:0071934,0.0
GO:1901334,0.0
GO:0007365,0.0
GO:0019536,0.0
GO:1990399,0.0
GO:0030651,0.0
GO:0019759,0.0
GO:0097287,0.0
GO:0034697,0.0
GO:0046263,0.0
GO:0048888,0.0
GO:1901516,0.0
GO:0044406,0.0
GO:0090685,0.0
GO:0075202,0.0
GO:2001308,0.0
GO:0048364,0.0
GO:0075732,0.0
GO:0046215,0.0
GO:0016237,0.0
GO:0003030,0.0
GO:1900908,0.0
GO:0044784,0.0
GO:0045610,0.0
GO:0075193,0.0
GO:1904565,0.0
GO:1903666,0.0
GO:0055059,0.0
GO:0019255,0.0
GO:0090678,0.0
GO:0060541,0.0
GO:0007310,0.0
GO:0090480,0.0
GO:1904971,0.0
GO:0021534,0.0
GO:0098840,0.0
GO:0043450,0.0
GO:0043058,0.0
GO:0046400,0.0
GO:1905957,0.0
GO:0031138,0.0
GO:1901850,0.0
GO:1901272,0.0
GO:0046377,0.0
GO:0034094,0.0
GO:0034275,0.0
GO:1901767,0.0
GO:0072142,0.0
GO:0044483,0.0
GO:0030655,0.0
GO:1904187,0.0
GO:1902983,0.0
GO:0030640,0.0
GO:0035126,0.0
GO:0046455,0.0
GO:0061209,0.0
GO:0061074,0.0
GO:0080021,0.0
GO:0044357,0.0
GO:0097096,0.0
GO:1902405,0.0
GO:0010037,0.0
GO:0098776,0.0
GO:1901597,0.0
GO:0036168,0.0
GO:1900276,0.0
GO:0048278,0.0
GO:0007444,0.0
GO:0062126,0.0
GO:0072730,0.0
GO:0019417,0.0
GO:0007217,0.0
GO:0098903,0.0
GO:1900629,0.0
GO:0046498,0.0
GO:0075259,0.0
GO:1901460,0.0
GO:0048880,0.0
GO:0010363,0.0
GO:1900609,0.0
GO:0018899,0.0
GO:0043401,0.0
GO:1902644,0.0
GO:0010911,0.0
GO:0045477,0.0
GO:0033195,0.0
GO:2000024,0.0
GO:0044358,0.0
GO:0033334,0.0
GO:0098729,0.0
GO:0018910,0.0
GO:0060173,0.0
GO:2001284,0.0
GO:1900518,0.0
GO:0072063,0.0
GO:0071519,0.0
GO:0097702,0.0
GO:0046662,0.0
GO:0042199,0.0
GO:0072150,0.0
GO:0043324,0.0
GO:2001060,0.0
GO:1902381,0.0
GO:0098657,0.0
GO:0043937,0.0
GO:1902969,0.0
GO:0009808,0.0
GO:0019758,0.0
GO:0034412,0.0
GO:0014896,0.0
GO:0060629,0.0
GO:0036102,0.0
GO:0015996,0.0
GO:0034453,0.0
GO:0033635,0.0
GO:0048682,0.0
GO:0019507,0.0
GO:0046418,0.0
GO:0002413,0.0
GO:1901322,0.0
GO:0033479,0.0
GO:0043645,0.0
GO:0051230,0.0
GO:1901107,0.0
GO:0061531,0.0
GO:1902127,0.0
GO:0046365,0.0
GO:0019049,0.0
GO:0052031,0.0
GO:0098877,0.0
GO:0007077,0.0
GO:0018895,0.0
GO:1903604,0.0
GO:0098534,0.0
GO:0048332,0.0
GO:0002394,0.0
GO:1905843,0.0
GO:0021682,0.0
GO:0046156,0.0
GO:1905802,0.0
GO:1902224,0.0
GO:1902347,0.0
GO:0019649,0.0
GO:0060913,0.0
GO:0034656,0.0
GO:0018980,0.0
GO:0034465,0.0
GO:0003430,0.0
GO:0009590,0.0
GO:2000030,0.0
GO:0042048,0.0
GO:0046952,0.0
GO:0035832,0.0
GO:0007380,0.0
GO:0042818,0.0
GO:0007518,0.0
GO:1904432,0.0
GO:1901965,0.0
GO:0060176,0.0
GO:0039526,0.0
GO:0039504,0.0
GO:1900741,0.0
GO:0030237,0.0
GO:0080026,0.0
GO:1904309,0.0
GO:0140273,0.0
GO:0031667,0.0
GO:0031915,0.0
GO:1902111,0.0
GO:0061536,0.0
GO:1990608,0.0
GO:0009957,0.0
GO:0072031,0.0
GO:0046374,0.0
GO:0050828,0.0
GO:0002753,0.0
GO:0035929,0.0
GO:1905416,0.0
GO:0048808,0.0
GO:0060884,0.0
GO:0099046,0.0
GO:0048827,0.0
GO:0052779,0.0
GO:0044147,0.0
GO:0051691,0.0
GO:1905846,0.0
GO:0009802,0.0
GO:0010269,0.0
GO:0018872,0.0
GO:0060274,0.0
GO:1902866,0.0
GO:0003394,0.0
GO:0051667,0.0
GO:0035146,0.0
GO:0001913,0.0
GO:0045759,0.0
GO:0090173,0.0
GO:1901325,0.0
GO:0051686,0.0
GO:0060725,0.0
GO:0000915,0.0
GO:0018939,0.0
GO:0072151,0.0
GO:0010193,0.0
GO:0035513,0.0
GO:0042317,0.0
GO:0042318,0.0
GO:0016447,0.0
GO:0140418,0.0
GO:0046442,0.0
GO:0014010,0.0
GO:0140202,0.0
GO:1900681,0.0
GO:0031494,0.0
GO:0046368,0.0
GO:2001313,0.0
GO:0048507,0.0
GO:0030242,0.0
GO:0035899,0.0
GO:0019577,0.0
GO:1902820,0.0
GO:0032325,0.0
GO:0097168,0.0
GO:0099124,0.0
GO:0046666,0.0
GO:0036273,0.0
GO:0061528,0.0
GO:0090381,0.0
GO:0044277,0.0
GO:0002438,0.0
GO:0016057,0.0
GO:1901772,0.0
GO:0009909,0.0
GO:0046376,0.0
GO:0010467,0.0
GO:0046413,0.0
GO:0032084,0.0
GO:0036090,0.0
GO:0003031,0.0
GO:0015975,0.0
GO:0009735,0.0
GO:0010683,0.0
GO:0051455,0.0
GO:0060149,0.0
GO:1904101,0.0
GO:1905936,0.0
GO:0071106,0.0
GO:0010570,0.0
GO:0033590,0.0
GO:0043012,0.0
GO:0035787,0.0
GO:0061562,0.0
GO:0140112,0.0
GO:0061082,0.0
GO:0098722,0.0
GO:0021751,0.0
GO:0050432,0.0
GO:0090507,0.0
GO:1905945,0.0
GO:1901442,0.0
GO:1900673,0.0
GO:0010192,0.0
GO:0002458,0.0
GO:0031131,0.0
GO:0030417,0.0
GO:0010167,0.0
GO:0046162,0.0
GO:0009690,0.0
GO:0060795,0.0
GO:0039636,0.0
GO:0046484,0.0
GO:0015947,0.0
GO:0048809,0.0
GO:0039519,0.0
GO:0048834,0.0
GO:2001228,0.0
GO:0009734,0.0
GO:0046008,0.0
GO:1905794,0.0
GO:1904295,0.0
GO:0048533,0.0
GO:1902490,0.0
GO:0048644,0.0
GO:0034397,0.0
GO:0052573,0.0
GO:0090235,0.0
GO:0044554,0.0
GO:0002273,0.0
GO:0046492,0.0
GO:1904444,0.0
GO:0097289,0.0
GO:0009760,0.0
GO:0046381,0.0
GO:0018955,0.0
GO:0051315,0.0
GO:0061227,0.0
GO:0070500,0.0
GO:0009685,0.0
GO:0042331,0.0
GO:0016117,0.0
GO:1905711,0.0
GO:0010208,0.0
GO:0018868,0.0
GO:0046333,0.0
GO:0000255,0.0
GO:0002206,0.0
GO:0010015,0.0
GO:0019065,0.0
GO:1901503,0.0
GO:0042854,0.0
