,values
GO:0075528,0.0
GO:0014009,0.0
GO:0001666,0.0
GO:0048508,0.0
GO:1901679,0.0
GO:0043449,0.0
GO:0034486,0.0
GO:0009726,0.0
GO:0007602,0.0
GO:0051409,0.0
GO:0009755,0.0
GO:0110095,0.0
GO:0030587,0.0
GO:0002377,0.0
GO:0055057,0.0
GO:1903664,0.0
GO:0061555,0.0
GO:0042246,0.0
GO:0098762,0.0
GO:0048134,0.0
GO:0051643,0.0
GO:0044145,0.0
GO:0035461,0.0
GO:0016358,0.0
GO:0048512,0.0
GO:0080111,0.0
GO:0061439,0.0
GO:0019326,0.0
GO:0042546,0.0
GO:0039693,0.0
GO:0030435,0.0
GO:0033037,0.0
GO:0009453,0.0
GO:0043474,0.0
GO:0051322,0.0
GO:0050904,0.0
GO:0030650,0.0
GO:0018945,0.0
GO:0010623,0.0
GO:0017145,0.0
GO:0008608,0.0
GO:0009608,0.0
GO:0045117,0.0
GO:0007632,0.0
GO:0033067,0.0
GO:0090487,0.0
GO:1905392,0.0
GO:0072530,0.0
GO:0051709,0.0
GO:0009756,0.0
GO:0048138,0.0
GO:0019757,0.0
GO:0072022,0.0
GO:0035161,0.0
GO:0000212,0.0
GO:0043452,0.0
GO:0019666,0.0
GO:0061554,0.0
GO:0097354,0.0
GO:0098543,0.0
GO:0042197,0.0
GO:0018942,0.0
GO:0003392,0.0
GO:0060495,0.0
GO:0031023,0.0
GO:0045924,0.0
GO:0044837,0.0
GO:0009812,0.0
GO:0031647,-2.9207259e-15
GO:0071695,-6.105934e-14
GO:0071806,-2.1473762e-13
GO:0051646,-3.2106544e-12
GO:0031589,-3.6239499e-12
GO:0016445,-4.644546e-12
GO:0007638,-1.3157097e-11
GO:0097529,-1.44653725e-11
GO:0060740,-4.0211143e-11
GO:0010463,-4.838082e-11
GO:0060995,-6.7238e-11
GO:0061900,-8.3317284e-11
GO:0030522,-9.1881676e-11
GO:0009799,-1.2915302e-10
GO:1990806,-3.6779857e-10
GO:0048731,-4.095545e-10
GO:0050886,-4.6676235e-10
GO:0030534,-5.2642346e-10
GO:0010644,-5.418919e-10
GO:0008366,-5.565596e-10
GO:0046649,-6.171745e-10
GO:0072111,-7.71769e-10
GO:0003188,-1.0705784e-09
GO:0070265,-1.0840759e-09
GO:0009595,-1.4463193e-09
GO:0034369,-1.5055931e-09
GO:0045185,-2.0120554e-09
GO:0098739,-2.265621e-09
GO:0060560,-2.424794e-09
GO:0002367,-2.8731768e-09
GO:0048469,-3.3227852e-09
GO:0030011,-3.428268e-09
GO:0007626,-4.640888e-09
GO:0043114,-4.9468545e-09
GO:0003279,-5.140682e-09
GO:0032506,-5.3952753e-09
GO:0009880,-6.1105734e-09
GO:0002757,-7.055954e-09
GO:0016043,-7.1494553e-09
GO:0086065,-7.853514e-09
GO:0001709,-1.8584611e-08
GO:0003206,-2.6769342e-08
GO:0008038,-2.8859803e-08
GO:0007379,-3.6522874e-08
GO:0007631,-3.680736e-08
GO:0019883,-4.0403364e-08
GO:0071674,-4.3270873e-08
GO:1903047,-4.3491188e-08
GO:0034219,-5.84957e-08
GO:0019884,-6.044866e-08
GO:0048588,-7.2040024e-08
GO:0015780,-7.260888e-08
GO:0032507,-1.0870677e-07
GO:0030010,-1.2101806e-07
GO:0051656,-1.2401615e-07
GO:0051668,-1.8278551e-07
GO:0048002,-1.860099e-07
GO:1990542,-1.9704565e-07
GO:0045184,-2.0518664e-07
GO:0002366,-2.0572483e-07
GO:0044770,-2.1815767e-07
GO:0042133,-2.2082467e-07
GO:0000226,-2.2184638e-07
GO:0002562,-2.3160868e-07
GO:0043545,-2.3206944e-07
GO:0002504,-2.3683783e-07
GO:0007051,-2.522734e-07
GO:0007186,-2.5296796e-07
GO:0032940,-2.6406434e-07
GO:0002274,-3.0728071e-07
GO:0034754,-3.096416e-07
GO:0033002,-3.4486655e-07
GO:0006575,-3.7076978e-07
GO:0003013,-3.921156e-07
GO:0006810,-5.420103e-07
GO:0031668,-5.5497213e-07
GO:0007166,-7.386987e-07
GO:0034220,-8.5203516e-07
GO:0051649,-8.806321e-07
GO:0050673,-9.564027e-07
GO:0007530,-1.0954319e-06
GO:2001057,-1.1650251e-06
GO:0030595,-1.5795017e-06
GO:0051236,-1.7600089e-06
GO:0032989,-2.5618588e-06
GO:0043094,-2.9096257e-06
GO:0009408,-3.8956823e-06
GO:0035383,-3.9686824e-06
GO:0002443,-5.6897698e-06
GO:0008217,-7.725457e-06
GO:0044255,-9.843071e-06
GO:0044550,-1.3346551e-05
GO:0042180,-1.4408881e-05
GO:0043462,-1.787392e-05
GO:0005975,-1.9521709e-05
GO:0098609,-2.0123993e-05
GO:0000902,-3.3233824e-05
GO:0044283,-5.1853884e-05
GO:0035966,-7.313552e-05
GO:0007204,-8.546296e-05
GO:0014888,-0.00017850382
GO:0009581,-0.00020055028
GO:0010817,-0.0002068871
GO:0034641,-0.00039143168
GO:0071214,-0.0005426285
GO:0040008,-0.00068883237
GO:0006970,-0.0007584888
GO:0044262,-0.000911787
GO:0009636,-0.0010753789
GO:0008291,-0.0011304659
GO:0006081,-0.0019269831
GO:0009612,-0.0025462073
GO:0006082,-0.0037470781
GO:0019637,-0.0045225695
GO:0043414,-0.0045562778
GO:1901576,-0.0059282985
GO:0044249,-0.0075185425
GO:0019222,-0.009663612
GO:1901564,-0.01153582
GO:0060306,-0.0117185945
GO:0019694,-0.021846859
GO:0006790,-0.026734874
GO:0048167,-0.076636195
GO:0042594,-0.1865715
GO:0033554,-0.22437389
