,values
GO:0006699,0.025713466
GO:0010827,0.025623783
GO:0010717,0.025359193
GO:0046598,0.024390794
GO:0051403,0.023957886
GO:0032868,0.023619488
GO:0001996,0.02296664
GO:0033594,0.022636238
GO:1900222,0.02243798
GO:1902093,0.020770418
GO:1900120,0.020121848
GO:0030194,0.019819
GO:2001303,0.019728947
GO:1900015,0.019455893
GO:1904645,0.01847142
GO:0032091,0.018055255
GO:0030500,0.01782646
GO:0050770,0.017814346
GO:0045833,0.01772675
GO:0033628,0.017706662
GO:0007175,0.017464899
GO:0019228,0.017438572
GO:0050678,0.017420016
GO:0034105,0.017398417
GO:1900006,0.017187722
GO:0010840,0.016997242
GO:0030148,0.016738687
GO:0001921,0.016624028
GO:1902747,0.01616474
GO:0071871,0.016008219
GO:0032369,0.015227573
GO:0030104,0.015226603
GO:0051346,0.01517186
GO:0045741,0.015131063
GO:0031340,0.014952589
GO:0060760,0.014791139
GO:0045622,0.013841719
GO:0071305,0.013571292
GO:0002636,0.013413614
GO:0045637,0.013034758
GO:0032479,0.012630733
GO:0046887,0.012533807
GO:0010226,0.012347525
GO:0010288,0.012227835
GO:0060080,0.012169744
GO:0061184,0.0117728785
GO:2000381,0.011483638
GO:0090108,0.011194232
GO:0061669,0.0110839745
GO:0060373,0.010836226
GO:2000463,0.010818213
GO:0051960,0.010794165
GO:2000310,0.010659466
GO:1900036,0.010640948
GO:0098962,0.010443701
GO:0051447,0.010405118
GO:2001014,0.010330354
GO:2001020,0.01020171
GO:1901863,0.009460285
GO:0051354,0.00942816
GO:0031622,0.009414218
GO:0033031,0.009278337
GO:1904015,0.009046875
GO:0071242,0.009023432
GO:0043254,0.008968746
GO:0050764,0.008791647
GO:1903965,0.008667476
GO:0043279,0.008653816
GO:0006112,0.008504207
GO:0050727,0.008250104
GO:1903659,0.008138389
GO:0033500,0.008030242
GO:0002634,0.007938606
GO:0051461,0.007775163
GO:1904414,0.007708313
GO:1903781,0.0076376004
GO:0045761,0.0075566783
GO:0051345,0.007487536
GO:2000054,0.007057328
GO:0010710,0.0070020575
GO:0033591,0.0067031463
GO:0045071,0.00664041
GO:0019724,0.00661837
GO:0060686,0.006609617
GO:1901214,0.0065857773
GO:0072091,0.0065192548
GO:0071224,0.006519182
GO:1902910,0.006063217
GO:0090394,0.005939896
GO:0098693,0.0059303553
GO:0032386,0.0058572358
GO:0045806,0.005851246
GO:1901986,0.0056496277
GO:0070059,0.005528966
GO:1904179,0.0055051744
GO:0006491,0.005385265
GO:0062000,0.0052627325
GO:0030206,0.0052493694
GO:1904783,0.0051335576
GO:0045070,0.0050016236
GO:0018146,0.004778607
GO:0061185,0.0047544283
GO:0010042,0.0047145225
GO:0003104,0.004564792
GO:2000772,0.0045542647
GO:0090327,0.004519336
GO:0016310,0.004517832
GO:0060282,0.004346767
GO:0060829,0.004197457
GO:0032025,0.00417778
GO:0061357,0.00412782
GO:0048704,0.0040487647
GO:1904631,0.003967464
GO:1990416,0.003966033
GO:2000729,0.003874374
GO:0071250,0.0038735
GO:0002686,0.003859969
GO:1990172,0.0037885937
GO:0007595,0.003659598
GO:0019371,0.003550192
GO:0045333,0.0035148996
GO:1903949,0.003469332
GO:0009263,0.0034115985
GO:0050804,0.0033568232
GO:0010482,0.0032070994
GO:1904782,0.0031960057
GO:0071447,0.0031503283
GO:0070673,0.0031479313
GO:2000469,0.0031306376
GO:0006401,0.0031244687
GO:1903494,0.0030983656
GO:0034612,0.0029115693
GO:0035624,0.0028847386
GO:0043201,0.00286811
GO:0001569,0.002837187
GO:0019373,0.0028165577
GO:2000394,0.0026934925
GO:0090191,0.0026495778
GO:1901318,0.002489283
GO:0050805,0.0023725526
GO:1903408,0.002315581
GO:1901201,0.0022990992
GO:2000983,0.0022957674
GO:0051900,0.002182125
GO:1904009,0.0021775262
GO:1905279,0.0021487074
GO:0032652,0.0021382235
GO:2000809,0.0020944516
GO:0051901,0.0020145301
GO:0062175,0.0019894873
GO:0071375,0.001957304
GO:0051047,0.0019515984
GO:0006706,0.0019228234
GO:2000377,0.0018792301
GO:2000007,0.0018752621
GO:0097185,0.001841308
GO:0060043,0.0017301601
GO:0042635,0.0017205698
GO:0010939,0.0016195304
GO:0009648,0.0016140959
GO:0090140,0.0015730764
GO:2001260,0.0015705563
GO:0042541,0.0015693362
GO:0019747,0.0015622885
GO:0060372,0.0015551606
GO:1903053,0.0015311431
GO:1990776,0.0015247784
GO:0035984,0.0015236359
GO:0032536,0.0015093171
GO:0019800,0.0015072636
GO:0016311,0.0014998529
GO:1902065,0.0014283876
GO:0032277,0.0014010249
GO:0110030,0.0013934172
GO:1990680,0.0013623085
GO:0061189,0.0013572467
GO:0002526,0.0013478838
GO:0043043,0.0013154632
GO:2000300,0.0012945472
GO:0045112,0.0012857512
GO:2000825,0.0012733138
GO:0002695,0.001255774
GO:0048679,0.0012410436
GO:0048660,0.0012144856
GO:0045830,0.0011735864
GO:0014062,0.0010610884
GO:2000297,0.001050747
GO:0009082,0.0010487176
GO:0071371,0.0010264969
GO:0048255,0.0010180249
GO:0036146,0.0010039902
GO:0071312,0.0009990021
GO:1902667,0.0009922449
GO:0006672,0.00096464646
GO:0009637,0.0009506067
GO:2000177,0.00094903214
GO:0009890,0.0009291585
GO:0061047,0.0009058387
GO:0042176,0.0008991309
GO:0061157,0.0008628334
GO:0072095,0.0008094561
GO:0046168,0.00078345067
GO:0009895,0.00076842343
GO:0048048,0.0007584567
GO:0050965,0.0007487015
GO:1902115,0.0007457529
GO:0090181,0.0007415515
GO:2000312,0.0007391134
GO:0098910,0.00072755635
GO:0097151,0.00071380124
GO:0090071,0.00070932024
GO:2000969,0.0006936658
GO:2000063,0.0006906883
GO:0051541,0.00068365724
GO:0071911,0.00068131014
GO:0002544,0.0006808762
GO:0061092,0.0006685489
GO:0031339,0.0006617669
GO:0002819,0.0006598283
GO:0035562,0.0006510366
GO:2000062,0.0006331271
GO:0051882,0.00063200475
GO:0044320,0.0006222406
GO:0098911,0.00059361965
GO:0032958,0.0005826663
GO:0060444,0.0005564534
GO:0036152,0.000529189
GO:0009247,0.0005036635
GO:1901558,0.0005036013
GO:0045918,0.0005016027
GO:0019732,0.0004938654
GO:0035456,0.0004883376
GO:0006771,0.00048694646
GO:0043567,0.0004826883
GO:0072717,0.00047947234
GO:0032354,0.000469702
GO:0035455,0.0004556961
GO:0006516,0.00044819195
GO:0035358,0.00043627465
GO:0034104,0.0004119816
GO:2000736,0.00040863498
GO:2000535,0.00040696596
GO:0010332,0.0003972068
GO:2000291,0.0003827552
GO:1903936,0.0003770591
GO:2000005,0.00037110763
GO:0007228,0.0003693765
GO:0008203,0.00034305218
GO:0071218,0.00033967613
GO:0098907,0.00033084996
GO:0060761,0.00032790474
GO:0072200,0.00032578676
GO:0071499,0.00032575976
GO:0002456,0.00032391143
GO:0070327,0.0003225921
GO:0010266,0.00031383056
GO:1903974,0.00031361697
GO:1901030,0.00031354025
GO:0002906,0.00031017073
GO:0071897,0.00028132478
GO:0002011,0.0002767344
GO:0014002,0.00027232143
GO:0048570,0.00027027613
GO:0035810,0.00026467766
GO:0002152,0.00026246364
GO:0071415,0.00025951784
GO:0000097,0.00024143861
GO:0098887,0.00024040096
GO:0036315,0.00023435592
GO:1900011,0.00023311563
GO:0051615,0.0002173758
GO:0035795,0.00021472879
GO:0003203,0.00021256218
GO:0033076,0.00020837404
GO:0097238,0.00020822091
GO:1904835,0.00020659831
GO:0010906,0.00020643807
GO:0036333,0.00020569329
GO:0007172,0.00020039073
GO:0070307,0.00019255854
GO:0008615,0.00018765235
GO:0043244,0.0001867108
GO:0150076,0.00018349859
GO:0030203,0.00018202193
GO:0034341,0.00018114243
GO:0050994,0.00017738299
GO:1900119,0.00017551616
GO:0060977,0.00017339614
GO:0070236,0.00017131309
GO:0060694,0.00017110746
GO:0014733,0.0001688062
GO:0051917,0.00016767203
GO:0043247,0.00016321539
GO:0044571,0.00016290667
GO:0106022,0.00016178872
GO:0051351,0.00015443975
GO:0042427,0.00015107087
GO:0072174,0.00015004005
GO:1903843,0.000149172
GO:0035634,0.00014653511
GO:0003290,0.0001432753
GO:0003334,0.00013383356
GO:0006583,0.00013229762
GO:0003183,0.0001292473
GO:0071543,0.00012823186
GO:0097084,0.00012593658
GO:0046395,0.000113143964
GO:1904479,0.000111634086
GO:0002072,0.00010153061
GO:1902445,0.00010080465
GO:0035874,0.000100013945
GO:0002223,9.9721205e-05
GO:0043087,9.848169e-05
GO:0030208,9.308321e-05
GO:0060312,9.016553e-05
GO:0000303,8.983119e-05
GO:1901896,8.928426e-05
GO:0070291,8.927879e-05
GO:0008277,8.699096e-05
GO:1900827,8.6888154e-05
GO:0035811,8.316545e-05
GO:1904639,8.0915735e-05
GO:0090305,7.982784e-05
GO:0003150,7.95713e-05
GO:0002155,7.480649e-05
GO:0051279,6.955599e-05
GO:0048792,6.740897e-05
GO:0042994,6.70345e-05
GO:0032497,6.607851e-05
GO:0036368,6.5042754e-05
GO:0010164,6.287449e-05
GO:0071391,6.168548e-05
GO:0008211,6.0104456e-05
GO:0061179,5.9677615e-05
GO:0070672,5.789312e-05
GO:1903612,5.1644394e-05
GO:0090246,5.153012e-05
GO:0072179,5.0050476e-05
GO:1904612,4.89672e-05
GO:0021520,4.8926177e-05
GO:0070541,4.8288726e-05
GO:0071471,4.7598758e-05
GO:0010165,4.6967165e-05
GO:0030111,4.6829482e-05
GO:0021778,4.601407e-05
GO:0003186,4.442749e-05
GO:0043380,4.4089575e-05
GO:0030207,4.3774417e-05
GO:1902044,4.3422096e-05
GO:0019731,4.0689603e-05
GO:0071395,3.706983e-05
GO:0071482,3.5650773e-05
GO:0071479,3.4918212e-05
GO:0098902,3.419439e-05
GO:0046885,3.283469e-05
GO:0046226,3.264595e-05
GO:0003338,3.1810974e-05
GO:0006220,3.139865e-05
GO:0071600,3.1004212e-05
GO:2000821,2.932768e-05
GO:0010988,2.9241412e-05
GO:0001838,2.8129767e-05
GO:0021954,2.682862e-05
GO:0070670,2.6797698e-05
GO:1905332,2.5723966e-05
GO:0006772,2.5271349e-05
GO:0070370,2.418804e-05
GO:0031167,2.334863e-05
GO:0031644,2.3058003e-05
GO:0006809,2.2235214e-05
GO:0072538,2.2166303e-05
GO:0060259,2.0853278e-05
GO:0016070,1.9748551e-05
GO:0046386,1.9580544e-05
GO:0003289,1.9433899e-05
GO:0072144,1.9036754e-05
GO:0070562,1.8949737e-05
GO:0003358,1.8543307e-05
GO:0002066,1.8536644e-05
GO:0043045,1.8376339e-05
GO:1904199,1.7890145e-05
GO:0060571,1.7596276e-05
GO:0014003,1.7263721e-05
GO:0006687,1.6779115e-05
GO:0061333,1.6620503e-05
GO:1901877,1.614269e-05
GO:0002759,1.5899284e-05
GO:0046929,1.5787438e-05
GO:0030195,1.4792742e-05
GO:0021943,1.4312831e-05
GO:0071681,1.41776045e-05
GO:0046619,1.4096383e-05
GO:0031960,1.40311595e-05
GO:0006098,1.2585644e-05
GO:0042559,1.1897622e-05
GO:0010967,1.1652536e-05
GO:0045332,1.1293809e-05
GO:0048850,1.0557721e-05
GO:1990440,9.950425e-06
GO:0010044,9.948752e-06
GO:0006684,9.53511e-06
GO:0019556,9.247239e-06
GO:1990441,9.201436e-06
GO:0097053,9.136156e-06
GO:0001843,8.898664e-06
GO:0047484,8.884276e-06
GO:0060119,8.204562e-06
GO:0006777,7.4254885e-06
GO:1905225,7.291833e-06
GO:0097494,7.038286e-06
GO:0071873,6.5402232e-06
GO:0030916,6.2197e-06
GO:0050830,6.0337165e-06
GO:0050434,5.757175e-06
GO:0042554,5.458425e-06
GO:0030539,5.337159e-06
GO:0060435,5.3226486e-06
GO:0006414,4.931187e-06
GO:0016485,4.78866e-06
GO:0009264,4.627651e-06
GO:0021891,4.6161017e-06
GO:0003222,4.5965357e-06
GO:1903302,4.4367116e-06
GO:0048845,4.3868026e-06
GO:0006650,4.3445384e-06
GO:0001657,4.3208197e-06
GO:0010124,4.2299093e-06
GO:0030326,3.839485e-06
GO:0033600,3.7520526e-06
GO:0009051,3.5671846e-06
GO:0046855,3.4765324e-06
GO:0042461,3.4717473e-06
GO:0035794,3.3931863e-06
GO:0097214,3.3662504e-06
GO:0008611,3.351162e-06
GO:0009449,3.3258425e-06
GO:0090276,3.0269614e-06
GO:0035683,2.6817079e-06
GO:0006548,2.5516185e-06
GO:0006527,2.464495e-06
GO:0046466,2.447466e-06
GO:0006310,2.3985485e-06
GO:0003215,2.390877e-06
GO:0001985,2.2988386e-06
GO:0001959,2.2900672e-06
GO:0003218,2.1492606e-06
GO:0042147,1.9552426e-06
GO:0006270,1.7921983e-06
GO:0051224,1.7576197e-06
GO:0060854,1.7349197e-06
GO:0008052,1.6501813e-06
GO:0035136,1.6270606e-06
GO:0014056,1.5394788e-06
GO:1901895,1.5272091e-06
GO:0072061,1.4946394e-06
GO:0099039,1.4855412e-06
GO:1905004,1.4060564e-06
GO:0072205,1.3333964e-06
GO:0035998,1.3223267e-06
GO:0010813,1.2842788e-06
GO:0050966,1.2475336e-06
GO:0014860,1.1998142e-06
GO:2000808,1.1414668e-06
GO:0008584,1.1281559e-06
GO:0006477,1.0850106e-06
GO:0019470,1.0233317e-06
GO:1902202,9.77972e-07
GO:0071409,9.685211e-07
GO:0032456,9.665097e-07
GO:0006664,8.96146e-07
GO:0061042,8.2210676e-07
GO:0050976,7.921474e-07
GO:0019100,7.715781e-07
GO:0055013,7.4058596e-07
GO:0003219,7.1679494e-07
GO:0021842,7.1182063e-07
GO:0048874,7.0602596e-07
GO:0003029,6.725745e-07
GO:0030593,5.82364e-07
GO:0090403,5.221074e-07
GO:0006750,5.2109544e-07
GO:0001560,4.8490944e-07
GO:0072060,4.5652087e-07
GO:0060390,4.544484e-07
GO:2000388,4.5316506e-07
GO:0071476,4.415879e-07
GO:0048341,4.207344e-07
GO:0061586,4.1653914e-07
GO:0080009,4.045799e-07
GO:0061713,4.0451295e-07
GO:0070572,4.0422583e-07
GO:0072277,3.827799e-07
GO:0014904,3.6590384e-07
GO:0070527,3.4245548e-07
GO:0002138,3.422977e-07
GO:0006562,3.3825722e-07
GO:0060904,3.074953e-07
GO:0072259,2.924402e-07
GO:0060601,2.9123865e-07
GO:0070814,2.7945836e-07
GO:0019262,2.783148e-07
GO:0019752,2.7619288e-07
GO:0033365,2.7285077e-07
GO:0061772,2.4833378e-07
GO:0021559,2.3733226e-07
GO:0008306,2.2945635e-07
GO:0003064,2.211313e-07
GO:0006104,2.113565e-07
GO:0035269,2.1010091e-07
GO:0014044,2.047066e-07
GO:1900407,1.6635204e-07
GO:0006612,1.650847e-07
GO:0010609,1.5531003e-07
GO:0036496,1.5515704e-07
GO:0006707,1.5355539e-07
GO:0097101,1.3945879e-07
GO:0010543,1.3756633e-07
GO:0000023,1.3737923e-07
GO:0002767,1.3551598e-07
GO:0035565,1.3296842e-07
GO:0006913,1.1997642e-07
GO:0044528,1.1990554e-07
GO:0047496,1.1769948e-07
GO:0051754,1.1666324e-07
GO:1904106,1.12595465e-07
GO:0014074,1.1192657e-07
GO:0150102,1.11518546e-07
GO:2000368,1.0971934e-07
GO:0051223,1.092362e-07
GO:0010921,1.06651555e-07
GO:0035622,1.02531786e-07
GO:0070306,1.006726e-07
GO:0006869,9.792943e-08
GO:0045214,8.7916604e-08
GO:0043922,8.297974e-08
GO:0098712,7.914835e-08
GO:0006000,7.853216e-08
GO:0072166,7.762787e-08
GO:0000082,7.754068e-08
GO:0060662,7.506597e-08
GO:0014816,7.2445424e-08
GO:0043923,7.010006e-08
GO:0072073,6.9417986e-08
GO:0001656,6.611289e-08
GO:0061053,6.1640186e-08
GO:0006285,6.1155276e-08
GO:0030199,6.0856706e-08
GO:2000386,6.009961e-08
GO:0032776,5.9431468e-08
GO:0061670,5.6944135e-08
GO:0098662,5.5463826e-08
GO:0006569,5.227847e-08
GO:0018277,5.119494e-08
GO:0065003,4.8903022e-08
GO:0045446,4.6404608e-08
GO:1990569,4.58282e-08
GO:0014909,4.4300158e-08
GO:0002323,4.1901785e-08
GO:0060304,4.0388656e-08
GO:0015734,4.0281435e-08
GO:0006669,3.964669e-08
GO:0150104,3.787636e-08
GO:0003351,3.7720444e-08
GO:0046655,3.6121307e-08
GO:0006554,3.4406973e-08
GO:0002246,3.373412e-08
GO:0010498,3.356612e-08
GO:0035589,3.166005e-08
GO:0021828,2.8327896e-08
GO:0048318,2.7660407e-08
GO:0060018,2.6180114e-08
GO:0006405,2.5316666e-08
GO:0071420,2.4822395e-08
GO:1990743,2.4021752e-08
GO:0021522,2.3861363e-08
GO:0097119,2.2839412e-08
GO:0048821,2.1590541e-08
GO:0021527,2.0549157e-08
GO:0008272,2.0120758e-08
GO:0003158,1.9997637e-08
GO:0006833,1.9939204e-08
GO:0061180,1.9874392e-08
GO:0043097,1.947391e-08
GO:0071985,1.9113632e-08
GO:0060579,1.9035967e-08
GO:0072177,1.9020112e-08
GO:0006626,1.8478405e-08
GO:0001837,1.8045938e-08
GO:0050912,1.8008079e-08
GO:0035483,1.709612e-08
GO:0003333,1.7090938e-08
GO:0097052,1.6694445e-08
GO:0006776,1.641391e-08
GO:0045176,1.6099705e-08
GO:1901668,1.6026561e-08
GO:0099545,1.5619106e-08
GO:0055119,1.5298427e-08
GO:0061642,1.4173858e-08
GO:0006497,1.41257575e-08
GO:0050435,1.41034695e-08
GO:0001821,1.3992039e-08
GO:0016570,1.38178e-08
GO:0006004,1.2900108e-08
GO:0021553,1.24387425e-08
GO:0007198,1.1232857e-08
GO:0061314,1.1187347e-08
GO:0061549,1.10971845e-08
GO:0097640,1.1083163e-08
GO:0019348,1.0891617e-08
GO:0014707,1.0820499e-08
GO:0038108,1.0777672e-08
GO:0036265,1.071225e-08
GO:0048370,1.0655712e-08
GO:0003326,1.0588255e-08
GO:1901374,1.0374029e-08
GO:0060484,1.0233613e-08
GO:0098856,9.335815e-09
GO:0003327,9.091057e-09
GO:0032957,9.052018e-09
GO:0010621,9.043615e-09
GO:0032402,9.041931e-09
GO:0046879,8.740343e-09
GO:0046785,8.63181e-09
GO:0019391,8.6230205e-09
GO:0061743,8.614993e-09
GO:0009450,8.488416e-09
GO:0072234,8.398124e-09
GO:0048699,8.227393e-09
GO:0042249,8.203706e-09
GO:0003420,8.194146e-09
GO:0055003,7.9841636e-09
GO:0010774,7.827321e-09
GO:0060379,7.792814e-09
GO:0070098,7.712139e-09
GO:0071422,7.615973e-09
GO:0043602,7.0711623e-09
GO:0046512,6.8985786e-09
GO:0003406,6.6740857e-09
GO:0006812,6.578025e-09
GO:0007041,6.571641e-09
GO:0045022,6.427827e-09
GO:0006606,6.274821e-09
GO:0045197,6.087491e-09
GO:0052373,6.0658794e-09
GO:0001839,5.8771534e-09
GO:0016560,5.840932e-09
GO:0035674,5.801695e-09
GO:1903361,5.5585403e-09
GO:0032290,5.5513305e-09
GO:0008585,5.4313194e-09
GO:0006605,5.4263105e-09
GO:0002318,5.36613e-09
GO:0032509,5.2723443e-09
GO:0072267,4.9563513e-09
GO:0045167,4.9053988e-09
GO:0043011,4.8891238e-09
GO:0016119,4.8044186e-09
GO:0021521,4.6598037e-09
GO:0031635,4.656136e-09
GO:1904936,4.6070276e-09
GO:0048793,4.5250172e-09
GO:1902531,4.4980566e-09
GO:0015837,4.1122212e-09
GO:0061643,4.094801e-09
GO:0021554,4.055425e-09
GO:0033210,4.0548165e-09
GO:0007356,3.965127e-09
GO:0034775,3.9427737e-09
GO:0003197,3.657171e-09
GO:0006487,3.653585e-09
GO:0001894,3.616502e-09
GO:0003175,3.5576646e-09
GO:0050808,3.5486147e-09
GO:0048339,3.5277041e-09
GO:0099054,3.4537393e-09
GO:0030219,3.1379341e-09
GO:0003253,3.0821494e-09
GO:0009087,3.0451546e-09
GO:0097421,3.0343834e-09
GO:0035623,3.0195764e-09
GO:0072488,2.9110179e-09
GO:0099068,2.806201e-09
GO:0009066,2.5491937e-09
GO:0017038,2.3109576e-09
GO:0048535,2.3001239e-09
GO:0030832,2.2876954e-09
GO:0035313,2.1342959e-09
GO:0050884,2.133897e-09
GO:0060980,2.1152728e-09
GO:0030097,2.104547e-09
GO:0071333,1.9815374e-09
GO:0007386,1.9719764e-09
GO:0035054,1.9454407e-09
GO:0006939,1.8835726e-09
GO:0060433,1.8260983e-09
GO:0035904,1.7736641e-09
GO:0022009,1.6430702e-09
GO:1990401,1.6334866e-09
GO:0009229,1.6087346e-09
GO:0035646,1.5859918e-09
GO:1904071,1.5508166e-09
GO:0048015,1.5342156e-09
GO:0090669,1.5308756e-09
GO:0021953,1.499645e-09
GO:0006896,1.4947639e-09
GO:0050885,1.4103776e-09
GO:0001889,1.3929453e-09
GO:0042274,1.3809873e-09
GO:0008050,1.3750091e-09
GO:0042254,1.3675309e-09
GO:0015711,1.3412156e-09
GO:0072272,1.3362376e-09
GO:0006465,1.2499801e-09
GO:0048538,1.2150474e-09
GO:0006611,1.2115873e-09
GO:0060327,1.1753075e-09
GO:0072161,1.1650226e-09
GO:0003329,1.1292578e-09
GO:1904970,1.1279151e-09
GO:0055007,1.1160591e-09
GO:0006335,1.1063762e-09
GO:0090663,1.1005511e-09
GO:0035437,1.0967711e-09
GO:0060612,1.0877437e-09
GO:0030003,1.0807135e-09
GO:0002191,1.0454614e-09
GO:0038172,9.015732e-10
GO:0110135,8.591142e-10
GO:0035767,8.0947754e-10
GO:0048709,7.578273e-10
GO:0015813,7.3481105e-10
GO:0060534,7.215653e-10
GO:0030031,6.921157e-10
GO:0048791,6.8862904e-10
GO:0061154,6.5499106e-10
GO:0033292,6.1846467e-10
GO:0061436,6.164632e-10
GO:0086054,6.1311695e-10
GO:0051451,6.064949e-10
GO:0032525,5.9910854e-10
GO:0097535,5.9804034e-10
GO:0008643,5.9715444e-10
GO:0030241,5.904722e-10
GO:0010458,5.8187993e-10
GO:0048858,5.49781e-10
GO:0002282,5.45632e-10
GO:0060231,5.425782e-10
GO:0072332,5.4153637e-10
GO:0055048,5.351933e-10
GO:0050951,5.3458793e-10
GO:0061193,5.191651e-10
GO:1990410,4.737691e-10
GO:0097749,4.7017906e-10
GO:0014835,4.4839701e-10
GO:0007199,4.345196e-10
GO:0006338,4.3063036e-10
GO:0046210,4.1949444e-10
GO:0030218,4.060679e-10
GO:0007519,4.0019077e-10
GO:0006471,3.9981424e-10
GO:0003413,3.9149609e-10
GO:0006998,3.5520784e-10
GO:0035754,3.3863115e-10
GO:0034331,3.3491945e-10
GO:1903441,3.228857e-10
GO:0007168,3.2197278e-10
GO:0021797,3.1760689e-10
GO:0001992,3.075232e-10
GO:1901706,2.9450528e-10
GO:0046834,2.8351682e-10
GO:0060039,2.8019145e-10
GO:0038162,2.7320757e-10
GO:1901264,2.7248534e-10
GO:0033227,2.6724267e-10
GO:0015842,2.6450797e-10
GO:0042373,2.5559452e-10
GO:0071670,2.5483932e-10
GO:0036378,2.4816238e-10
GO:0018125,2.1565219e-10
GO:0060527,2.0588736e-10
GO:0030878,1.9569411e-10
GO:0060017,1.9476158e-10
GO:0048745,1.909963e-10
GO:1990962,1.8274833e-10
GO:0001892,1.7699578e-10
GO:0030325,1.7554604e-10
GO:0048227,1.7391844e-10
GO:0150111,1.5693477e-10
GO:0009083,1.5538729e-10
GO:0097155,1.5337381e-10
GO:0002181,1.4883172e-10
GO:0044565,1.4501875e-10
GO:0007616,1.4492581e-10
GO:0007185,1.3774983e-10
GO:0021529,1.3344775e-10
GO:0051276,1.2888011e-10
GO:0006900,1.248532e-10
GO:0009249,1.2312994e-10
GO:0030859,1.2202808e-10
GO:0043687,1.1458752e-10
GO:0035166,1.0975627e-10
GO:0097152,1.08270386e-10
GO:0046784,1.0756223e-10
GO:0003177,1.0490137e-10
GO:0046839,1.04759555e-10
GO:0072385,9.876369e-11
GO:1904556,9.710069e-11
GO:0097062,9.520525e-11
GO:0097091,9.221625e-11
GO:0003417,8.7451005e-11
GO:0002790,8.714293e-11
GO:0010324,8.675746e-11
GO:0051791,8.434034e-11
GO:0086023,8.3571414e-11
GO:0002320,7.8770795e-11
GO:0021998,7.456334e-11
GO:0043149,7.410156e-11
GO:1903251,7.057222e-11
GO:1905313,6.984137e-11
